battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range,px_area,screen_area,build_score
1220,0,2.9,0,3,0,62,0.5,125,4,8,2589,15,1,1,1,2,778999,209,250.0
1662,0,0.5,0,0,1,61,0.8,126,4,13,3760,13,1,1,1,3,48288,45,157.5
1281,1,2.8,1,3,1,8,0.3,144,4,19,1851,9,1,1,0,1,562860,16,480.0
538,0,0.8,0,12,1,2,0.8,177,7,13,417,9,1,0,1,0,155570,32,221.25
823,1,0.5,0,0,0,39,0.4,187,8,4,294,11,0,0,1,0,559440,117,467.5
1733,1,2.8,0,3,1,36,1.0,119,6,20,3576,9,1,0,0,3,188139,272,119.0
1429,0,1.5,1,0,1,40,0.9,100,3,14,3945,18,1,0,1,3,201720,77,111.11111111111111
1839,1,1.2,0,9,1,54,0.5,200,7,11,927,18,1,0,1,1,709175,190,400.0
659,0,2.7,0,6,1,6,0.5,110,3,7,2044,2,1,0,1,1,2033166,75,220.0
1953,1,2.1,1,7,0,56,0.1,158,8,9,2334,4,1,0,0,2,424020,55,1580.0
1172,0,1.9,0,0,1,27,0.7,164,1,3,1477,6,1,0,0,1,662844,72,234.2857142857143
612,1,1.9,1,6,0,16,0.3,102,7,7,3161,3,0,0,0,3,2571760,32,340.0
1563,0,2.4,0,0,1,24,0.2,170,8,0,3660,5,1,1,0,3,241258,35,850.0
1191,0,1.3,1,16,1,26,0.8,84,1,20,1604,9,1,0,1,1,465123,42,105.0
615,1,0.5,1,0,0,42,0.6,163,6,4,2211,18,0,0,1,1,173056,28,271.6666666666667
1893,1,2.1,1,8,0,63,0.2,134,2,11,3822,18,0,1,1,3,486031,42,670.0
1563,0,1.7,1,10,0,16,0.1,151,7,13,3922,8,0,0,1,3,234520,11,1510.0
1995,1,1.9,0,6,0,9,0.8,139,6,18,1203,18,1,1,1,2,3592290,168,173.75
1517,0,0.5,0,6,1,48,0.6,143,5,14,2822,11,1,1,1,3,1194178,75,238.33333333333334
832,0,1.6,1,1,1,34,0.3,108,5,5,447,12,1,1,0,0,402434,195,360.0
1162,0,2.0,0,0,1,56,0.7,114,7,1,1652,20,1,0,0,1,55832,30,162.85714285714286
1595,1,2.6,0,7,0,12,0.3,121,8,19,3608,16,0,1,0,3,225320,15,403.33333333333337
1329,1,1.0,0,1,0,52,0.9,181,6,2,1228,6,1,0,1,1,1535274,48,201.11111111111111
928,1,0.5,1,11,0,56,0.7,80,8,13,666,5,0,1,0,0,274703,190,114.28571428571429
1656,1,0.5,1,8,1,38,0.1,105,7,17,1499,19,1,0,1,1,262614,96,1050.0
1937,1,1.7,0,17,0,58,0.6,189,1,19,3321,14,1,1,0,3,3053376,20,315.0
977,1,1.1,1,2,0,57,0.6,181,6,7,1206,8,0,1,1,0,35658,7,301.6666666666667
768,1,0.9,0,16,1,56,0.1,113,1,20,952,16,1,0,1,0,215270,57,1130.0
1464,1,0.5,1,11,0,12,0.9,117,2,14,3927,15,0,1,1,3,997472,15,130.0
1177,0,0.9,0,1,1,29,0.4,191,2,8,311,19,1,0,0,0,156996,90,477.5
1348,0,2.0,0,18,0,52,0.3,98,3,20,955,7,1,1,1,1,3629598,198,326.6666666666667
1956,0,2.2,0,0,1,37,0.5,87,3,2,1109,19,1,1,0,1,143560,13,174.0
1751,0,0.5,1,6,0,8,0.6,178,6,20,2969,17,0,0,1,2,95880,48,296.6666666666667
1530,0,2.0,0,11,0,42,0.8,177,6,13,725,19,0,0,1,0,896650,110,221.25
1997,1,1.8,1,1,0,40,0.5,185,4,8,1655,15,1,0,0,2,1049592,42,370.0
1414,1,1.5,1,5,0,44,0.5,180,2,6,3490,13,0,1,0,3,49192,192,360.0
1707,0,1.4,0,0,0,41,0.8,80,7,2,1774,10,0,0,0,2,1847428,72,100.0
894,0,0.5,1,1,1,50,0.5,199,3,14,3615,6,1,0,1,3,1878670,78,398.0
645,0,1.2,0,6,1,41,0.7,184,8,17,714,13,1,1,0,0,837330,36,262.8571428571429
1163,0,2.8,1,0,0,49,0.6,155,2,0,2768,12,0,0,1,2,392080,38,258.33333333333337
1126,0,0.7,0,3,0,49,0.9,165,8,17,3739,13,1,0,0,3,196764,14,183.33333333333334
1648,0,0.7,0,6,1,64,0.8,170,4,9,610,6,1,1,0,1,2163028,8,212.5
1170,1,0.9,0,6,1,14,0.4,199,2,13,715,20,1,0,1,0,336066,90,497.5
508,0,0.8,0,7,1,42,0.3,94,1,8,663,7,1,0,0,0,21723,156,313.33333333333337
1097,0,2.1,1,6,0,64,0.2,161,3,8,1725,9,1,0,1,1,801966,70,805.0
728,0,1.7,1,0,1,5,0.6,101,2,20,834,5,1,1,0,0,452600,96,168.33333333333334
1980,0,0.5,1,2,1,29,0.8,177,1,13,3865,18,1,0,0,3,595920,120,221.25
1504,0,2.3,1,1,0,64,0.9,182,1,2,3059,10,0,1,0,3,36537,30,202.22222222222223
1379,1,2.1,1,14,1,63,1.0,83,1,17,651,7,1,1,0,0,283590,54,83.0
1698,0,2.1,0,5,1,18,0.9,160,6,20,796,14,1,0,1,0,360822,39,177.77777777777777
920,0,2.1,1,5,0,25,0.4,115,7,14,785,5,0,1,1,0,225302,70,287.5
1144,1,1.5,1,0,0,21,0.4,189,1,11,3252,8,0,0,0,2,115116,96,472.5
1995,1,0.5,0,6,0,26,0.2,129,1,15,1322,7,0,1,1,1,716496,165,645.0
1430,0,0.5,1,1,0,27,0.5,183,1,16,2832,15,0,1,1,2,1338024,7,366.0
972,1,0.5,1,5,0,13,0.4,193,5,8,1615,13,0,1,0,1,2498640,66,482.5
662,0,0.5,0,5,0,20,0.8,138,1,10,2125,15,0,1,1,1,1225224,255,172.5
1867,0,2.3,0,0,1,9,0.1,191,6,3,990,2,1,0,1,1,1026704,6,1910.0
1730,0,2.0,1,0,1,20,0.1,143,4,10,1595,12,1,1,0,1,427614,84,1430.0
1723,1,1.0,0,1,1,7,0.6,126,3,17,1213,16,1,1,1,1,522624,30,210.0
1882,1,1.3,1,8,0,47,0.2,140,2,13,2500,11,0,0,1,2,77588,17,700.0
803,0,0.8,1,0,0,18,0.3,106,4,1,2801,12,0,1,0,2,586245,270,353.33333333333337
580,1,1.2,1,0,0,47,0.9,91,3,1,3451,11,1,1,0,3,1460670,15,101.11111111111111
668,0,2.3,0,2,1,48,0.3,114,1,19,1201,4,1,1,0,0,251940,168,380.0
1391,0,1.4,0,2,1,36,0.8,182,1,6,3139,14,1,1,0,2,17584,98,227.5
1560,0,2.3,0,0,1,22,0.8,169,7,1,1938,16,1,1,1,2,1016180,165,211.25
821,0,1.8,1,5,0,54,0.1,109,3,9,3185,15,1,0,0,2,451858,32,1090.0
811,1,2.4,1,5,1,2,0.3,106,6,13,2111,2,1,0,1,1,475857,126,353.33333333333337
1989,1,2.9,1,8,0,17,0.1,193,8,15,2369,18,1,1,0,2,428978,42,1930.0
1034,1,2.7,1,6,0,37,0.7,120,7,20,3625,12,0,1,1,3,847693,17,171.42857142857144
618,0,2.1,0,2,0,6,0.3,86,1,4,1051,15,0,0,1,0,2218032,130,286.6666666666667
654,1,1.3,0,0,1,52,0.7,196,4,4,1036,13,1,0,0,1,3255070,68,280.0
576,1,2.8,0,2,1,10,0.2,184,5,7,2938,5,1,1,1,2,737694,36,920.0
667,1,0.6,0,6,1,3,0.7,185,6,13,2855,19,1,0,1,2,19019,30,264.2857142857143
869,1,1.0,0,7,1,57,0.6,118,1,15,2727,8,1,0,0,2,1968912,39,196.66666666666669
635,1,0.5,1,2,0,42,0.4,149,3,4,2973,18,0,0,1,2,317700,60,372.5
609,1,3.0,0,15,1,44,0.3,117,1,16,2581,15,1,0,1,1,72674,165,390.0
1557,0,2.8,1,16,0,2,0.1,123,5,20,2690,9,0,0,1,3,1596294,288,1230.0
1604,1,1.7,0,2,0,33,1.0,191,8,5,916,12,0,1,1,0,125826,130,191.0
1182,0,0.5,0,7,1,8,0.5,138,8,16,2563,19,1,0,0,2,271150,323,276.0
848,1,2.1,1,10,1,19,0.8,148,7,18,3359,14,1,0,0,2,181104,60,185.0
1610,1,2.9,0,7,1,64,0.9,181,4,12,941,9,1,1,0,1,1582080,32,201.11111111111111
1828,1,2.1,1,0,0,17,0.9,199,1,1,2280,4,0,0,0,2,301728,238,221.11111111111111
880,0,2.0,1,1,1,50,0.5,194,7,3,827,6,1,0,1,0,1541196,135,388.0
1394,1,0.9,1,10,1,62,0.3,175,5,13,473,20,1,1,0,0,1580650,11,583.3333333333334
1960,1,2.3,1,1,1,61,0.3,86,7,3,3865,11,1,0,0,3,266295,70,286.6666666666667
809,0,0.8,0,10,0,21,0.9,91,7,19,1274,3,0,0,0,1,2507878,126,101.11111111111111
899,0,0.5,1,13,1,57,0.9,172,2,18,364,7,1,1,0,0,1048828,11,191.11111111111111
1976,1,0.7,1,4,0,32,0.8,171,2,7,3699,13,0,1,1,3,2500522,187,213.75
879,0,1.5,1,0,1,21,0.8,187,4,2,2927,11,1,0,1,2,480594,182,233.75
916,1,2.6,0,0,0,36,0.3,195,4,12,1470,14,0,1,0,0,186496,78,650.0
763,0,1.7,1,8,1,2,0.5,92,8,14,1050,8,1,1,0,0,1219208,24,184.0
508,0,1.6,1,0,0,9,0.4,162,6,2,2616,10,1,1,1,2,2724480,144,405.0
825,0,2.9,1,0,0,34,0.8,99,8,17,2915,10,1,1,0,3,2744886,16,123.75
1864,0,1.4,0,8,1,46,0.7,178,1,12,2686,18,1,1,1,2,164808,77,254.2857142857143
1725,0,0.5,1,8,1,52,1.0,185,6,12,1243,5,1,1,1,1,1344375,342,185.0
1108,1,2.9,0,10,0,52,0.1,183,2,12,3264,13,0,1,1,3,221780,16,1830.0
1011,0,1.1,0,4,1,36,0.2,131,7,18,2261,16,1,1,1,1,360269,42,655.0
1703,1,1.5,1,17,1,55,0.7,138,5,19,2993,20,1,1,1,3,2414221,5,197.14285714285717
1067,1,1.7,1,0,0,58,0.5,135,7,0,706,16,0,1,0,0,53799,108,270.0
1334,1,2.4,0,5,1,42,0.6,115,5,14,2542,8,1,0,0,3,2343138,10,191.66666666666669
775,1,2.6,0,0,0,30,0.4,189,7,10,2523,9,1,0,1,2,847110,272,472.5
1899,1,0.6,0,0,0,26,0.1,151,2,0,336,4,1,0,1,0,78144,143,1510.0
930,1,1.3,1,1,1,14,0.4,97,6,10,2457,17,1,1,0,1,78925,77,242.5
1058,0,1.5,0,2,0,19,0.4,166,4,14,418,16,0,0,1,0,614771,63,415.0
1187,1,2.2,0,0,1,46,0.4,145,2,9,3917,8,1,0,1,3,2127822,143,362.5
1874,1,2.7,1,10,0,8,0.9,166,7,13,1246,2,0,0,1,1,1188612,8,184.44444444444443
1482,0,0.5,0,2,0,48,0.2,142,7,10,2971,12,1,1,1,2,407028,96,710.0
1809,1,1.7,0,3,1,59,0.1,174,3,4,2324,16,1,0,1,2,460719,60,1740.0
864,1,3.0,1,0,1,54,0.7,187,2,1,3121,16,1,1,1,2,212090,36,267.14285714285717
625,1,1.9,0,12,1,33,0.2,191,1,20,3801,2,1,0,0,2,237050,60,955.0
1880,1,1.8,0,4,1,18,0.7,138,3,5,3333,7,1,0,0,3,49629,255,197.14285714285717
1138,0,1.4,0,12,1,44,0.2,187,8,17,3475,3,1,0,0,3,126318,57,935.0
560,0,0.5,0,14,0,23,1.0,146,8,15,2360,18,0,1,1,1,677468,272,146.0
1117,0,0.5,0,1,0,12,0.6,144,7,8,2895,16,1,1,0,2,651966,42,240.0
1712,0,1.4,0,1,0,63,0.5,137,7,12,3652,19,1,0,0,3,841122,16,274.0
1836,1,1.7,1,3,0,26,0.1,134,6,16,3097,18,0,1,0,3,464712,30,1340.0
1036,1,2.4,0,0,0,39,0.2,119,7,3,2101,2,0,1,0,1,345398,70,595.0
1860,1,2.3,0,15,0,23,0.6,162,4,16,3918,8,0,1,0,3,2051172,18,270.0
1375,1,1.1,0,3,1,9,0.9,145,7,19,3869,10,1,1,1,3,344850,342,161.11111111111111
1945,0,1.6,1,0,1,57,0.3,195,4,1,732,14,1,1,0,1,1302479,14,650.0
1896,0,0.5,1,8,1,7,0.4,141,2,13,3684,18,1,0,0,3,354918,63,352.5
788,0,2.5,1,4,1,57,0.9,91,8,12,3969,6,1,1,1,3,48762,96,101.11111111111111
880,1,1.7,1,0,0,33,0.7,173,2,2,1414,7,1,1,0,0,40500,12,247.14285714285717
1323,1,2.5,1,10,1,28,0.2,131,4,12,1892,15,1,1,1,1,100278,60,655.0
1868,0,2.0,1,0,1,42,0.2,169,1,4,3131,7,1,1,1,3,229020,24,845.0
1266,0,1.9,1,0,1,7,0.2,184,3,12,2532,4,1,1,1,2,507928,50,920.0
1042,0,2.7,1,16,1,50,0.8,93,7,18,3215,20,1,1,1,3,1239535,108,116.25
1479,0,0.5,0,8,0,19,0.6,156,3,10,3323,6,1,0,1,3,265680,156,260.0
1476,1,1.2,1,0,1,55,0.1,171,4,5,1529,3,1,0,1,2,2733906,104,1710.0
1552,1,2.2,0,6,1,13,0.2,123,6,9,2403,9,1,1,1,2,275994,18,615.0
1454,1,0.5,1,1,0,34,0.7,83,4,3,3419,5,1,1,0,3,258250,35,118.57142857142858
1007,0,2.0,0,0,0,45,0.1,95,5,2,3648,16,0,0,0,3,1813394,54,950.0
652,1,2.4,1,9,1,17,0.7,173,5,11,1974,12,1,0,0,0,43043,120,247.14285714285717
1504,0,1.5,0,12,1,34,0.7,142,8,15,2806,7,1,0,1,2,493311,14,202.85714285714286
1726,1,0.9,1,2,0,51,0.6,193,4,3,2239,13,1,0,1,2,463517,117,321.6666666666667
1029,1,1.9,1,5,1,5,0.2,171,5,8,582,4,1,1,1,0,252384,105,855.0
1582,0,2.8,0,2,1,44,0.5,112,6,13,3890,10,1,1,1,3,2670342,170,224.0
1478,1,0.8,1,12,0,48,0.7,99,5,17,1141,6,0,0,1,1,612108,10,141.42857142857144
1178,1,1.3,0,0,0,49,0.6,101,5,0,2511,17,0,0,0,2,345084,18,168.33333333333334
707,0,2.1,1,2,0,25,0.8,131,3,17,3838,7,1,0,1,3,284130,18,163.75
755,1,2.8,0,5,1,51,0.3,186,4,12,2734,16,1,0,1,2,311850,10,620.0
912,1,2.0,0,1,0,54,0.3,161,8,5,2330,20,0,1,0,1,346437,95,536.6666666666667
651,1,0.8,1,2,1,63,0.2,176,5,4,2244,19,1,1,0,1,470184,126,880.0
1483,0,2.1,0,1,1,54,0.2,176,7,2,1851,2,1,1,0,1,402498,195,880.0
914,1,0.9,0,2,0,4,0.8,100,2,12,808,5,1,1,0,0,285545,77,125.0
1456,1,0.5,1,7,0,7,0.4,105,5,12,1587,20,1,0,1,1,908592,30,262.5
1178,0,2.2,1,6,0,57,0.3,84,3,17,2492,10,1,1,0,2,129792,224,280.0
1503,1,0.7,0,10,1,43,0.2,166,4,14,2122,2,1,0,0,2,1096664,15,830.0
1681,1,2.5,0,2,0,11,0.4,158,2,13,1122,16,0,1,1,0,234975,72,395.0
715,0,2.3,1,4,0,48,0.1,160,4,6,3709,10,0,0,0,2,11802,28,1600.0
1876,0,2.8,1,3,1,56,0.4,182,3,4,3021,18,1,0,0,2,137475,24,455.0
1190,1,2.2,1,9,0,47,0.3,186,6,10,624,19,1,1,1,0,2041897,27,620.0
1755,1,1.3,0,0,1,24,0.1,134,7,2,3937,7,1,0,1,3,307450,8,1340.0
1197,0,1.3,0,3,1,20,0.5,149,6,7,1797,4,1,1,1,1,1057221,95,298.0
1048,1,0.9,0,10,1,28,0.8,194,2,19,1458,15,1,0,1,1,1907850,5,242.5
1887,1,3.0,1,6,1,17,0.2,126,8,7,3348,16,1,1,0,3,2107256,288,630.0
1772,1,0.5,1,3,0,64,0.7,116,8,15,1834,20,0,1,1,1,147150,10,165.71428571428572
1421,0,2.8,0,0,1,57,0.4,165,1,2,2775,14,1,0,1,3,1294117,104,412.5
1464,0,0.5,1,0,1,17,0.7,153,6,8,1277,19,1,0,0,1,560538,78,218.57142857142858
728,0,2.3,1,4,0,23,0.8,111,4,5,457,16,1,1,1,0,102942,170,138.75
954,1,0.5,0,0,0,50,0.3,134,2,11,438,2,1,0,0,0,241224,102,446.6666666666667
685,0,0.5,1,8,1,13,0.8,82,7,15,3210,2,1,1,1,3,1312473,105,102.5
1472,0,2.8,1,1,0,36,0.5,130,6,10,985,7,1,1,0,1,2532288,132,260.0
853,1,2.0,0,10,1,3,0.6,200,2,16,3701,8,1,1,0,3,498760,120,333.33333333333337
1469,0,2.1,0,0,0,8,0.7,123,7,0,1052,3,0,1,0,0,450934,8,175.71428571428572
1310,1,2.3,1,6,0,57,0.9,135,8,9,1175,8,0,0,0,0,399161,96,150.0
1654,0,1.8,0,1,0,11,0.3,146,7,2,1070,14,1,1,1,1,2035296,8,486.6666666666667
902,1,0.7,0,3,0,3,0.3,134,7,9,3411,15,0,0,1,3,867375,132,446.6666666666667
1448,0,1.4,1,13,0,26,1.0,156,3,16,1175,6,0,1,0,1,3315200,108,156.0
1631,0,0.9,1,2,1,3,0.1,198,7,12,301,13,1,0,0,0,337185,65,1980.0
1608,0,1.8,1,7,0,28,0.4,183,2,13,489,8,0,0,1,0,1173054,165,457.5
1991,1,2.7,0,5,1,64,0.9,145,2,13,1733,8,1,1,0,2,1401850,15,161.11111111111111
1349,0,2.0,1,15,0,62,0.3,114,5,16,2756,4,1,0,0,2,457024,33,380.0
1589,0,2.5,0,5,1,51,0.8,195,1,18,2612,16,1,0,0,2,1411830,16,243.75
1844,1,2.3,1,1,0,51,0.7,158,8,3,1724,14,0,1,1,1,470106,5,225.71428571428572
712,1,0.5,1,3,1,35,0.2,84,2,10,2190,4,1,1,1,1,674064,192,420.0
972,1,1.7,0,0,1,54,0.7,107,3,4,1900,19,1,0,1,1,715050,128,152.85714285714286
1406,0,0.5,1,2,1,34,0.8,98,3,5,3915,2,1,0,1,3,1389222,72,122.5
1289,0,0.9,0,10,1,25,1.0,178,6,12,1043,11,1,1,0,0,687735,12,178.0
932,0,1.3,0,1,0,64,0.7,154,7,2,3817,9,1,1,1,3,1439424,56,220.0
1747,1,0.9,0,6,1,48,0.7,94,3,19,2362,19,1,1,0,2,1071057,34,134.2857142857143
1172,1,2.1,1,4,0,41,0.1,95,3,7,1107,5,0,0,0,1,2475576,21,950.0
1128,1,1.4,0,12,0,53,0.4,84,5,14,2982,12,1,1,0,3,834330,126,210.0
664,0,1.2,1,0,0,28,0.9,106,5,5,2042,19,1,1,0,1,1128738,255,117.77777777777777
513,1,0.5,0,6,1,44,0.1,186,4,12,1343,9,1,1,0,0,536673,5,1860.0
1742,0,2.3,1,9,1,43,0.4,170,7,12,2610,10,1,0,1,2,308493,36,425.0
1512,1,1.7,0,12,0,6,0.7,162,7,17,2335,7,1,1,1,2,181220,105,231.42857142857144
1986,0,0.5,1,3,1,51,0.1,165,8,20,1614,3,1,1,1,1,382956,204,1650.0
965,1,1.5,1,5,0,13,1.0,109,2,14,1138,10,0,1,0,0,129740,72,109.0
1067,1,2.4,1,3,1,40,0.6,122,8,15,604,11,1,0,0,0,982566,224,203.33333333333334
1583,1,1.6,0,5,1,42,0.8,118,3,10,3652,9,1,0,0,3,237050,140,147.5
1653,0,0.5,1,2,1,37,0.9,176,4,6,3955,18,1,1,1,3,797895,76,195.55555555555554
1433,0,1.6,0,7,0,4,0.7,133,8,11,258,4,1,1,1,0,224519,99,190.0
765,0,2.9,0,0,1,18,0.1,153,7,0,1066,16,1,1,0,0,4758,11,1530.0
1845,1,0.5,1,10,0,61,0.3,96,1,12,1731,6,0,0,0,1,202940,45,320.0
752,0,0.5,1,1,0,48,0.7,87,7,13,3860,16,0,0,0,3,119392,35,124.28571428571429
1948,0,2.8,1,8,0,16,0.1,100,5,10,3630,17,0,1,0,3,1224140,63,1000.0
1077,0,2.5,1,0,1,45,1.0,174,3,4,1965,6,1,1,0,1,1169688,12,174.0
932,1,0.5,0,1,1,60,0.7,104,4,2,1459,19,1,1,0,0,288904,6,148.57142857142858
1968,0,0.9,0,0,0,22,0.8,115,3,7,2323,7,0,0,1,2,1083999,72,143.75
1122,0,1.2,0,9,0,2,0.6,120,4,14,3291,13,1,1,1,2,261490,22,200.0
1588,0,0.5,0,0,1,61,0.8,159,1,13,3272,17,1,1,0,3,1696016,108,198.75
601,0,2.1,0,4,0,26,0.3,101,4,18,918,12,0,0,0,0,278932,9,336.6666666666667
1615,0,0.5,0,14,0,15,0.1,132,4,16,3488,3,0,0,1,3,781232,32,1320.0
1589,1,2.2,1,2,0,58,0.1,128,4,4,3961,14,1,0,1,3,1828827,224,1280.0
1417,1,2.7,0,2,1,56,0.9,114,6,4,590,6,1,0,1,0,814606,33,126.66666666666666
1697,1,0.7,0,1,1,34,0.1,95,1,3,3701,8,1,1,0,3,298304,135,950.0
1330,1,1.3,1,14,0,3,0.3,83,5,17,463,11,0,0,1,0,1236760,84,276.6666666666667
1476,0,0.5,0,0,1,43,0.7,148,2,2,3644,6,1,0,1,3,3527908,150,211.42857142857144
1579,1,1.5,0,0,0,27,0.2,142,6,18,1713,10,1,1,1,1,1233204,64,710.0
1277,0,3.0,0,0,1,41,0.3,200,4,3,429,14,1,1,1,0,983180,36,666.6666666666667
1089,1,0.9,1,12,1,2,0.7,145,5,15,2765,10,1,0,1,2,800724,156,207.14285714285717
1663,1,2.5,1,13,1,27,0.3,169,4,14,2084,18,1,0,0,2,1195809,7,563.3333333333334
1949,0,1.8,0,0,0,20,0.8,186,5,4,1125,9,0,0,0,1,306656,170,232.5
1138,0,1.1,0,5,1,48,0.6,109,3,14,2048,18,1,1,1,2,414041,36,181.66666666666669
685,0,2.7,0,7,0,17,0.3,174,6,20,1223,18,1,0,1,0,630750,48,580.0
1889,0,2.8,0,5,1,31,1.0,132,1,10,3672,3,1,1,1,3,188020,5,132.0
857,1,2.0,1,3,0,17,0.2,195,7,9,3100,13,1,1,0,2,148836,85,975.0
1902,0,2.8,1,6,0,50,0.8,124,8,9,343,18,0,1,0,0,1590806,88,155.0
1225,1,2.4,0,0,0,15,0.1,155,5,0,1970,15,1,1,0,1,824880,128,1550.0
1066,0,1.6,0,5,0,39,0.6,131,5,17,2728,17,1,1,1,2,635986,36,218.33333333333334
1554,1,0.5,1,11,0,5,1.0,124,3,12,3635,18,0,0,0,3,623705,28,124.0
1337,0,0.5,0,13,0,31,0.8,186,2,20,2180,16,1,0,1,1,30912,28,232.5
1926,1,1.7,1,1,1,33,0.4,172,3,2,2488,14,1,0,0,2,1136174,6,430.0
869,0,1.3,1,3,0,34,0.1,104,2,4,3864,11,1,0,0,3,257642,39,1040.0
1278,1,0.5,1,1,0,54,0.1,104,8,16,1155,20,0,0,1,0,435750,7,1040.0
1773,1,2.5,0,16,1,32,0.6,170,6,18,3566,13,1,0,1,3,1788480,102,283.33333333333337
1661,1,0.8,1,1,1,6,1.0,109,7,2,864,2,1,0,1,1,794178,72,109.0
1438,0,2.2,0,0,1,32,0.6,176,7,6,869,9,1,1,1,0,1135829,247,293.33333333333337
1661,1,1.4,0,0,0,29,0.3,119,2,0,591,9,1,1,1,0,461496,18,396.6666666666667
1846,1,0.6,0,1,0,19,0.7,159,1,2,1333,11,0,1,1,1,64159,90,227.14285714285717
1260,1,2.0,1,2,1,23,0.2,123,7,10,2208,10,1,0,1,2,1188265,132,615.0
512,1,0.5,1,7,0,15,0.9,83,3,15,2610,15,0,1,1,2,460401,252,92.22222222222221
581,0,2.2,0,0,0,59,0.7,185,5,6,2819,9,0,0,1,2,1295239,323,264.2857142857143
1872,1,2.3,0,6,0,44,0.7,134,3,15,1955,15,1,0,1,2,577881,36,191.42857142857144
687,1,1.3,0,9,1,50,0.6,151,4,20,3416,8,1,1,0,3,672184,84,251.66666666666669
1062,1,2.5,1,6,0,10,0.9,160,1,13,3803,16,0,0,1,3,2883972,21,177.77777777777777
1678,1,2.3,1,11,0,7,0.5,192,1,14,574,19,1,0,0,0,736934,15,384.0
1417,1,0.5,0,10,1,45,0.9,166,4,19,2129,12,1,0,1,1,374556,117,184.44444444444443
1074,0,2.4,1,2,1,9,0.9,103,6,14,1948,18,1,1,1,1,900592,13,114.44444444444444
1832,0,0.7,0,2,0,2,0.6,90,7,6,2978,18,0,0,0,2,121644,126,150.0
1039,0,1.3,0,0,1,12,0.8,200,8,0,1619,10,1,1,1,1,2608956,7,250.0
1059,0,2.4,0,8,0,61,0.1,134,3,18,3716,11,1,1,0,3,3090508,195,1340.0
1606,0,1.4,0,3,0,57,0.1,154,4,4,3454,20,0,0,1,3,2168348,104,1540.0
1928,1,1.8,0,9,1,19,1.0,187,3,20,3777,13,1,1,1,3,1091780,14,187.0
1875,1,0.5,1,11,1,55,0.7,91,1,17,2712,6,1,0,1,3,3499484,14,130.0
1128,1,1.1,0,9,1,46,0.9,135,8,10,1434,11,1,0,0,1,1188082,30,150.0
1748,0,1.7,1,6,1,14,0.5,146,3,7,3968,3,1,0,1,3,1060006,192,292.0
1413,0,0.5,1,5,0,51,0.3,117,5,11,3383,2,0,0,0,3,96679,80,390.0
825,0,0.5,1,0,1,23,0.1,86,2,0,3278,2,1,0,1,3,394902,48,860.0
1589,1,1.4,0,3,1,26,0.1,100,8,16,3970,18,1,0,1,3,2942807,128,1000.0
535,1,0.5,1,8,1,54,0.5,145,8,15,2674,10,1,0,0,2,666690,112,290.0
1780,1,0.5,0,6,0,27,0.1,190,4,11,2776,14,1,1,1,3,1947253,323,1900.0
1671,0,0.6,1,7,1,61,0.1,129,2,11,2336,7,1,0,0,2,223024,40,1290.0
1821,0,0.9,0,9,1,12,0.3,114,1,18,2430,6,1,1,1,2,174891,28,380.0
1076,1,2.6,0,3,1,38,0.7,119,6,8,891,9,1,1,0,0,118035,54,170.0
532,1,0.8,1,3,0,8,0.1,193,5,10,728,8,1,1,0,0,1642402,65,1930.0
777,1,2.6,0,3,0,30,0.9,148,5,17,3886,7,1,0,0,3,216027,140,164.44444444444443
1217,1,0.5,0,3,0,17,0.5,182,4,13,1711,9,1,0,1,1,396896,21,364.0
1656,1,1.6,1,0,0,16,1.0,117,7,2,2856,20,1,1,1,2,287680,42,117.0
1185,0,1.9,0,0,0,31,0.4,152,8,7,2447,3,1,1,1,2,1374354,32,380.0
577,0,2.4,0,8,1,37,0.9,161,6,20,814,19,1,1,1,0,1576150,77,178.88888888888889
737,1,2.4,1,7,0,49,0.6,193,4,16,2951,10,0,1,0,2,1142603,42,321.6666666666667
704,0,2.2,1,4,0,53,0.2,186,6,6,3653,15,1,1,1,2,254263,7,930.0
525,1,0.5,1,5,0,51,0.5,137,8,11,1891,12,0,1,0,1,415794,54,274.0
504,1,0.5,1,5,0,16,0.1,166,1,9,701,15,1,0,1,0,1277055,255,1660.0
793,0,1.2,1,1,1,38,0.6,176,4,7,3139,12,1,1,1,3,2225190,6,293.33333333333337
569,0,0.6,1,2,0,39,0.1,184,8,9,2811,7,1,0,1,1,287471,42,1840.0
1590,0,1.9,1,3,1,21,1.0,160,5,18,1701,4,1,0,1,1,885960,44,160.0
707,0,0.5,0,0,1,16,0.1,194,2,0,1853,12,1,1,1,1,1548716,238,1940.0
767,0,1.9,0,16,1,19,0.2,185,6,17,2445,6,1,1,1,1,271000,6,925.0
1350,1,0.5,1,0,1,50,0.8,181,8,4,2287,8,1,1,0,1,200736,15,226.25
1117,1,0.6,1,0,0,31,0.2,146,2,7,2003,14,0,1,1,2,2046766,56,730.0
641,1,1.1,0,0,1,7,0.9,192,1,3,3595,19,1,1,1,2,316503,35,213.33333333333331
1002,0,0.8,1,0,1,35,0.5,83,2,4,1726,19,1,0,1,1,1904520,80,166.0
1408,1,2.1,1,10,0,45,0.9,89,5,14,3952,3,0,0,1,3,666944,48,98.88888888888889
